600664,8.07,243456,0.13,1.64,2.31
600663,31.31,174666,0.12,0.38,1.29
600662,9.18,181894,-0.09,-0.97,1.73
600661,28.98,78601,-0.46,-1.56,4.53
600660,12.14,343811,0.34,2.88,1.72
600658,13.11,56375,0.06,0.46,0.97
600657,6.54,728070,0.35,5.65,4.78
600656,11.17,61176,-0.30,-2.62,3.21
600655,11.98,126115,0.17,1.44,0.88
600654,10.95,74849,-0.12,-1.08,0.99
600653,3.57,411771,0.04,1.13,2.36
600652,7.73,190305,0.09,1.18,3.42
600651,9.00,159350,-0.05,-0.55,2.16
600650,16.57,60037,0.15,0.91,1.54
600649,0.00,0,0.00,0.00,0.00
600648,32.06,66478,0.23,0.72,0.82
600647,15.65,14254,-0.20,-1.26,1.02
600645,36.67,68293,0.27,0.74,2.10
600644,9.46,158615,-0.65,-6.43,4.86
600643,15.08,605759,-0.11,-0.72,7.41
600642,5.52,519927,0.10,1.85,1.14
600641,5.90,202136,0.11,1.90,2.51
600640,18.79,48878,-0.12,-0.63,2.37
600639,16.57,176964,0.09,0.55,2.69
600638,15.24,65509,0.21,1.40,1.17
600637,40.10,223716,0.81,2.06,2.68
600636,15.02,94726,0.20,1.35,2.48
600635,8.15,911828,0.06,0.74,5.54
600634,13.21,36742,-0.20,-1.49,2.81
600633,18.03,262454,0.60,3.44,2.31
600630,12.51,114840,0.11,0.89,2.70
600629,18.10,52576,-0.95,-4.99,1.51
600628,10.56,95642,-0.02,-0.19,1.80
600626,9.58,156345,0.00,0.00,2.20
600624,15.85,220231,-0.10,-0.63,6.38
600623,0.00,0,0.00,0.00,0.00
600622,8.30,162296,0.09,1.10,3.16
600621,8.20,120722,0.18,2.24,2.30
600620,9.94,105495,0.03,0.30,2.30
600619,0.00,0,0.00,0.00,0.00
600618,8.92,56541,0.12,1.36,0.75
600617,0.00,0,0.00,0.00,0.00
600616,9.50,103532,0.08,0.85,2.36
600615,14.35,45952,-0.46,-3.11,2.45
600614,11.86,107890,0.30,2.60,2.41
600613,18.33,19692,0.26,1.44,1.33
600612,34.06,12364,1.08,3.27,0.39
600611,9.88,589229,0.12,1.23,5.65
600610,8.67,83768,-0.13,-1.48,7.75
600609,4.26,225625,0.02,0.47,2.06
600608,9.47,168683,0.51,5.69,5.30
600606,9.77,194287,0.18,1.88,3.75
600605,14.70,14269,-0.28,-1.87,0.97
600604,12.26,21388,0.02,0.16,0.64
600603,9.37,27223,-0.03,-0.32,1.40
600602,6.70,54418,0.01,0.15,0.62
600601,5.42,594755,-0.02,-0.37,2.71
600600,40.86,47294,0.61,1.52,0.68
600599,30.56,149781,0.32,1.06,11.89
600598,11.58,211098,0.25,2.21,1.19
600597,16.30,161207,-0.01,-0.06,1.32
600596,10.71,261433,0.21,2.00,3.85
600595,6.46,378869,0.44,7.31,2.50
600594,34.40,43618,-0.31,-0.89,1.22
600593,18.88,13805,-0.54,-2.78,1.50
600592,11.42,69543,-0.10,-0.87,1.88
600590,10.41,80736,-0.05,-0.48,1.61
600589,6.28,80856,0.04,0.64,1.34
600588,0.00,0,0.00,0.00,0.00
600587,34.57,49598,-0.07,-0.20,1.42
600586,4.03,304980,0.06,1.51,3.15
600585,18.86,817725,0.47,2.56,2.04
600584,0.00,0,0.00,0.00,0.00
600583,8.25,1598515,0.20,2.48,3.95
600582,11.24,156615,-0.13,-1.14,1.29
600581,5.13,316209,0.10,1.99,4.13
600580,10.70,236192,0.04,0.38,3.43
600579,12.47,44048,-0.07,-0.56,1.72
600578,4.83,693976,0.08,1.68,3.07
600577,7.30,78923,-0.08,-1.08,1.11
600576,19.42,59046,-1.55,-7.39,2.71
600575,0.00,0,0.00,0.00,0.00
600573,9.60,29672,-0.10,-1.03,1.19
600572,0.00,0,0.00,0.00,0.00
600571,0.00,0,0.00,0.00,0.00
600570,55.01,95878,-1.98,-3.47,1.55
600569,0.00,0,0.00,0.00,0.00
